vendor_name,vendor_id,bank_account,invoice_number,invoice_date,due_date,unit_price,quantity,total_amount,tax_amount,payment_terms,department,approver_name,fraud,is_duplicate,days_to_due,weekend_submission,amount_threshold_proximity,line_item_price_consistency
"Duran, Walsh and Murphy",V039,MJCX17910183700438,INV-76669,2025-09-17,2025-10-17,3265,11,35915,6464.7,30,Finance,Breanna Johnson,0,0,30,0,64085,1
Johnson-Peterson,V001,KPAN28548862138579,INV-91841,2025-06-27,2025-08-11,248,12,2976,535.68,45,IT,Rebekah Garcia,0,0,45,0,97024,1
Thompson Group,V032,ASOY12749693721055,INV-35085,2026-03-01,2026-03-31,1885,13,24505,4410.9,30,Operations,David Matthews,0,0,30,1,75495,1
Bass and Sons,V027,ILAT00189676770494,INV-86044,2026-05-16,2026-06-15,1835,3,5505,990.9,30,Procurement,Taylor Stuart,0,0,30,1,94495,1
Thomas-Padilla,V024,LQWD18175105140541,INV-93349,2026-03-20,2026-04-04,1486,11,16346,2942.28,15,IT,Pamela Henry,0,0,15,0,83654,1
"Duran, Walsh and Murphy",V039,FGVO74711960361775,INV-59514,2025-10-27,2025-11-26,3753,12,45036,8106.48,30,IT,Brittney Ramirez,0,0,30,0,54964,1
Campos-Lutz,V042,UAJV77054441352648,INV-59944,2025-06-27,2025-07-27,3117,7,21819,3927.42,30,Procurement,Elizabeth Moore,0,0,30,0,78181,1
Richards PLC,V047,EHFK87489201117652,INV-91081,2026-04-26,2026-06-25,1505,19,28595,5147.099999999999,60,Finance,Dawn Logan,0,0,60,1,71405,1
Galvan Group,V044,FVDH63445037279341,INV-64075,2025-09-22,2025-11-21,2968,6,17808,3205.44,60,IT,Sean Smith,0,0,60,0,82192,1
Torres-Cohen,V002,UWUY57794554215550,INV-25343,2025-08-10,2025-08-25,4578,16,73248,13184.64,15,IT,Juan Clarke,0,0,15,1,26752,1
"Rodriguez, Acosta and Le",V017,NKBX39590479004828,INV-67857,2026-05-15,2026-05-30,1711,10,17110,3079.8,15,Finance,Cathy James,0,0,15,0,82890,1
"Robbins, Hughes and Johnson",V006,RBZF06515938198776,INV-95370,2025-08-15,2025-08-30,3968,10,39680,7142.4,15,Operations,Ariel Norris,0,0,15,0,60320,1
"Silva, Hahn and Benson",V013,WZUB50218861319276,INV-10467,2025-08-13,2025-08-28,1801,10,18010,3241.8,15,Procurement,Jessica Powers,0,0,15,0,81990,1
Roberts-Hunt,V037,YGAV26137524369359,INV-78954,2026-02-20,2026-03-07,543,7,3801,684.18,15,HR,Julia Johnson,0,0,15,0,96199,1
"Rodriguez, Acosta and Le",V017,FPCC67002278706800,INV-20660,2026-05-02,2026-05-17,4287,17,72879,13118.22,15,IT,Alice Smith,0,0,15,1,27121,1
Thomas-Padilla,V024,UQRS30237309105760,INV-49397,2025-08-14,2025-10-13,1305,6,7830,1409.4,60,Finance,Donald Hill,0,0,60,0,92170,1
"Pruitt, Moreno and Carter",V031,YMMW47250524613632,INV-56768,2025-09-26,2025-10-26,4920,6,29520,5313.599999999999,30,Operations,Jennifer Bates,0,0,30,0,70480,1
Hood and Sons,V045,LFXF47032280567513,INV-76493,2025-11-22,2026-01-21,4729,9,42561,7660.98,60,Operations,Michelle Woods,0,0,60,1,57439,1
Richards PLC,V047,UHAI92468118442596,INV-40879,2026-01-10,2026-02-24,4391,3,13173,2371.14,45,IT,Kathryn Mitchell,0,0,45,1,86827,1
Holt Inc,V043,JGHC63848508166663,INV-94835,2026-05-16,2026-07-15,947,17,16099,2897.82,60,IT,Shannon Martin,0,0,60,1,83901,1
Ramos-Brown,V034,JASE73396788472977,INV-33937,2026-05-25,2026-06-24,2569,11,28259,5086.62,30,Procurement,Andrea Romero,0,0,30,0,71741,1
"Moreno, Bryant and Travis",V026,IYCV95699067750422,INV-64096,2026-03-06,2026-05-05,2695,6,16170,2910.6,60,HR,Gerald Sparks,0,0,60,0,83830,1
Roberts-Hunt,V037,HTQD67256125002649,INV-67049,2026-01-02,2026-03-03,230,11,2530,455.4,60,Procurement,Rebecca Flores,0,0,60,0,97470,1
Richards PLC,V047,PUQH60496796900534,INV-59766,2026-03-31,2026-05-30,1042,8,8336,1500.48,60,Finance,Brittany Heath,0,0,60,0,91664,1
"Mckinney, Martinez and Chavez",V007,IRET05201393297371,INV-73909,2026-01-07,2026-02-06,2728,6,16368,2946.24,30,HR,Keith Murray,0,0,30,0,83632,1
"Ward, Barrett and Johnson",V023,QSFU08274159114618,INV-90602,2025-11-03,2025-12-03,2447,13,31811,5725.98,30,Finance,Adrian Jackson,0,0,30,0,68189,1
Rivera and Sons,V038,NLER66957253031412,INV-83763,2025-08-12,2025-08-27,3001,20,60020,10803.6,15,Procurement,Jonathan Donaldson,0,0,15,0,39980,1
Campos-Lutz,V042,CYJJ49643933966196,INV-65524,2026-03-28,2026-04-12,927,14,12978,2336.04,15,Operations,Richard Booker,0,0,15,1,87022,1
"Cruz, Green and Flynn",V040,MKYH74007051403315,INV-56085,2025-06-07,2025-07-07,2089,3,6267,1128.06,30,HR,Michael Estrada,0,0,30,1,93733,1
Roberts-Hunt,V037,DVPH54383049145011,INV-74804,2025-10-13,2025-11-27,2893,8,23144,4165.92,45,Procurement,Lonnie Davis,0,0,45,0,76856,1
"Mckinney, Martinez and Chavez",V007,UYXQ37807382012980,INV-22348,2025-09-14,2025-10-29,2714,15,40710,7327.8,45,Operations,Christina Powell,0,0,45,1,59290,1
Walker Ltd,V005,ERTB12887683289211,INV-18627,2026-03-07,2026-05-06,1221,18,21978,3956.04,60,IT,Miguel Stephenson,0,0,60,1,78022,1
"Morrow, Robertson and Lynch",V025,ZNXL17805225094869,INV-32238,2026-05-23,2026-06-07,3580,10,35800,6444.0,15,Finance,Donald Richardson,0,0,15,1,64200,1
Conway-Wilson,V033,TPZM35983398577212,INV-14662,2025-09-02,2025-10-02,2784,15,41760,7516.799999999999,30,Operations,Paula Wright,0,0,30,0,58240,1
"Werner, Arnold and Fisher",V036,YUZW63073105212120,INV-61753,2026-05-02,2026-06-01,2751,10,27510,4951.8,30,Operations,Debra House,0,0,30,1,72490,1
"Duran, Walsh and Murphy",V039,CLKS40902537834207,INV-90258,2025-09-08,2025-10-23,4374,1,4374,787.3199999999999,45,Finance,Debra Rodriguez,0,0,45,0,95626,1
Franklin-Bailey,V021,LHMS71454523086066,INV-40646,2025-12-13,2026-01-27,3898,3,11694,2104.92,45,HR,Eugene Sanchez,0,0,45,1,88306,1
Payne-Baker,V050,BZCU81114424290855,INV-28147,2025-10-03,2025-11-02,3540,1,3540,637.1999999999999,30,Procurement,Brianna Johnson,0,0,30,0,96460,1
Carter-Young,V048,BQUB50746995827409,INV-73346,2026-04-12,2026-06-11,243,11,2673,481.14,60,HR,Harold Norman,0,1,60,1,97327,1
"Moreno, Bryant and Travis",V026,AJJI91257310056081,INV-71490,2025-11-09,2026-01-08,1210,19,22990,4138.2,60,Procurement,Angel Ward,0,0,60,1,77010,1
Walker Ltd,V005,QGDD91108086892689,INV-64193,2026-04-14,2026-06-13,1261,5,6305,1134.9,60,HR,Eric Johnston PhD,0,0,60,0,93695,1
"Johnston, Martinez and Lowery",V049,IPWS47177706780521,INV-10810,2026-01-10,2026-02-24,2703,15,40545,7298.099999999999,45,Operations,Kim Washington,0,0,45,1,59455,1
Roberts-Hunt,V037,ADIQ63343431100230,INV-54298,2025-10-24,2025-11-08,1747,11,19217,3459.06,15,Operations,William Moore,0,0,15,0,80783,1
"Moreno, Bryant and Travis",V026,RJQQ79410312710612,INV-99455,2026-02-24,2026-03-11,4937,20,98740,17773.2,15,IT,Ashley Murray,0,0,15,0,1260,1
"Cruz, Green and Flynn",V040,HKKX42294333959517,INV-66625,2025-06-19,2025-08-18,3304,10,33040,5947.2,60,IT,Cristian Mitchell,0,0,60,0,66960,1
"Rodriguez, Acosta and Le",V017,IJVE32721717094081,INV-24244,2025-09-21,2025-11-20,2295,17,39015,7022.7,60,HR,Heather Bryant,0,0,60,1,60985,1
Payne-Baker,V050,VBZM15513150517214,INV-91290,2026-03-04,2026-04-18,1505,14,21070,3792.6,45,IT,Brian Long,0,0,45,0,78930,1
Conway-Wilson,V033,ZWOF78051991733298,INV-15976,2025-08-01,2025-09-30,1160,7,8120,1461.6,60,HR,Timothy Howell,0,0,60,0,91880,1
Payne-Baker,V050,SCWU31573152523526,INV-13208,2026-04-04,2026-05-04,1505,7,10535,1896.3,30,IT,Kelly Floyd,0,0,30,1,89465,1
"Pruitt, Moreno and Carter",V031,BDJN24832426523581,INV-16773,2025-09-18,2025-10-18,2107,10,21070,3792.6,30,Finance,David Jackson,0,0,30,0,78930,1
"Rice, Holloway and Kim",V019,OLFY36327672791759,INV-29426,2025-12-05,2026-01-19,2389,18,43002,7740.36,45,HR,Robert King,0,0,45,0,56998,1
"Pruitt, Moreno and Carter",V031,VQJU71742303599599,INV-32617,2025-06-13,2025-08-12,4920,15,73800,13284.0,60,Operations,Tammy Turner,0,0,60,0,26200,1
Smith LLC,V011,SLHH71892316097650,INV-24002,2025-11-02,2025-12-17,4689,7,32823,5908.139999999999,45,Procurement,Joshua Shannon,0,0,45,1,67177,1
Torres and Sons,V020,TJXI48108930820823,INV-60046,2025-08-21,2025-09-05,346,9,3114,560.52,15,Operations,Stacy Harris,0,0,15,0,96886,1
Bass and Sons,V027,RZER79246005034334,INV-27855,2025-07-06,2025-08-20,2090,12,25080,4514.4,45,HR,Ronald Horton,0,0,45,1,74920,1
Conway-Wilson,V033,KIMR33604538569179,INV-45027,2025-08-20,2025-10-04,4866,2,9732,1751.76,45,IT,Alicia Powers,0,0,45,0,90268,1
Carter-Young,V048,KTAA66182937087580,INV-33362,2026-05-24,2026-07-23,2987,15,44805,8064.9,60,Finance,Chad Chung,0,0,60,1,55195,1
Walker Ltd,V005,HIZR88745302519116,INV-19523,2025-09-05,2025-10-20,4570,11,50270,9048.6,45,Procurement,Darren Turner,0,0,45,0,49730,1
"Bolton, Fischer and Andersen",V028,UBQH71096312822106,INV-88980,2025-12-17,2026-01-31,4151,3,12453,2241.54,45,Finance,David Brady,0,0,45,0,87547,1
"Ward, Barrett and Johnson",V023,IZKS51562143139433,INV-62904,2026-05-05,2026-06-04,4141,11,45551,8199.18,30,Operations,Garrett Thomas,0,0,30,0,54449,1
"Ward, Barrett and Johnson",V023,IEVT18300749936729,INV-50101,2025-09-30,2025-11-29,1183,13,15379,2768.22,60,Finance,Tyler Moody,0,0,60,0,84621,1
Holt Inc,V043,LXNW74556951230227,INV-19362,2025-08-27,2025-09-26,4380,7,30660,5518.8,30,HR,Brian Smith,0,0,30,0,69340,1
"Morrow, Robertson and Lynch",V025,LWXF69786518755373,INV-57641,2026-01-19,2026-02-03,3466,9,31194,5614.92,15,Procurement,Nicole Bradshaw,0,0,15,0,68806,1
Payne-Baker,V050,KCKF66507419536165,INV-78897,2025-09-28,2025-10-28,2399,9,21591,3886.38,30,IT,Jose Miller,0,0,30,1,78409,1
Huerta-Carr,V015,SVJT58786492496975,INV-96352,2026-03-21,2026-05-20,2842,6,17052,3069.36,60,HR,Linda Garner,0,0,60,1,82948,1
"Pruitt, Moreno and Carter",V031,XVTI37110091347350,INV-26834,2026-01-31,2026-04-01,635,11,6985,1257.3,60,Finance,Kathleen Martin,0,0,60,1,93015,1
"Pruitt, Moreno and Carter",V031,HRGO61721807150900,INV-97853,2026-04-29,2026-06-28,2447,6,14682,2642.76,60,HR,Sharon Johnson,0,0,60,0,85318,1
Williams-Rios,V012,SKFN20884800145908,INV-44749,2026-02-07,2026-03-09,3557,8,28456,5122.08,30,IT,Alexander Rhodes,0,0,30,1,71544,1
"Pruitt, Moreno and Carter",V031,TRBL38692324875282,INV-42860,2025-08-15,2025-10-14,2151,10,21510,3871.8,60,HR,Thomas Moore,0,0,60,0,78490,1
Galvan Group,V044,QQLW58945196755274,INV-61483,2025-10-19,2025-12-03,3431,16,54896,9881.28,45,IT,Matthew Smith,0,0,45,1,45104,1
Olsen-Richard,V003,SBJU97037396909951,INV-80377,2025-12-11,2026-01-25,1823,17,30991,5578.38,45,Finance,Kelly Perez,0,0,45,0,69009,1
"Rice, Holloway and Kim",V019,JHRO35181176192457,INV-26264,2025-12-11,2026-01-25,4481,4,17924,3226.32,45,Procurement,Jennifer Deleon,0,0,45,0,82076,1
Roberts-Hunt,V037,TQPN11590041090041,INV-71672,2026-03-23,2026-05-07,2108,4,8432,1517.76,45,HR,Jeanne Garcia,0,0,45,0,91568,1
Perry-Conway,V014,FTFP18425773698442,INV-62529,2026-02-18,2026-04-19,1361,10,13610,2449.8,60,Finance,David White,0,0,60,0,86390,1
Hood and Sons,V045,KSMR80737900601973,INV-80853,2026-03-11,2026-05-10,4841,8,38728,6971.04,60,HR,Tonya Larson,0,0,60,0,61272,1
Rivera and Sons,V038,YAHO09314413322173,INV-49132,2025-12-18,2026-02-16,143,4,572,102.96,60,Operations,Christopher King,0,0,60,0,99428,1
Rivera and Sons,V038,QUTV63890100981286,INV-91362,2025-08-11,2025-08-26,610,1,610,109.8,15,Operations,Peggy Jones,0,0,15,0,99390,1
Hood and Sons,V045,ZBCK20532857150634,INV-36068,2025-08-27,2025-09-26,2361,5,11805,2124.9,30,Finance,Erika Anderson,0,0,30,0,88195,1
Olsen-Richard,V003,XTIS29476200993109,INV-56505,2025-09-06,2025-10-06,2246,4,8984,1617.12,30,HR,Kristina Carter,0,0,30,1,91016,1
Weeks-Dodson,V046,QWVW01708684732246,INV-32510,2026-06-04,2026-08-03,4395,17,74715,13448.7,60,Finance,Randall White,0,0,60,0,25285,1
"Johnston, Martinez and Lowery",V049,YUQA25289137949682,INV-47921,2026-04-30,2026-05-30,1875,12,22500,4050.0,30,Operations,Amber Stewart,0,0,30,0,77500,1
Huerta-Carr,V015,UHYY37268662846993,INV-49363,2026-02-07,2026-02-22,2413,4,9652,1737.36,15,HR,Joseph Bailey,0,0,15,1,90348,1
"Quinn, Bell and Martinez",V035,QCVC96538157200367,INV-66319,2026-01-29,2026-02-28,3555,11,39105,7038.9,30,Operations,Kayla Mueller,0,0,30,0,60895,1
Conway-Wilson,V033,AOMH83083757239997,INV-52820,2025-11-30,2026-01-29,425,7,2975,535.5,60,HR,Brian Robinson,0,0,60,1,97025,1
Roberts-Hunt,V037,KWVD00745819204438,INV-18996,2025-11-12,2025-12-12,1827,13,23751,4275.18,30,Operations,Katherine White,0,0,30,0,76249,1
Cherry-Stewart,V018,CJGS16094530370116,INV-47475,2025-08-29,2025-10-28,619,10,6190,1114.2,60,IT,Raymond Torres,0,0,60,0,93810,1
Ramos-Brown,V034,THAO74098514768053,INV-48763,2026-04-13,2026-06-12,826,1,826,148.68,60,Operations,Michele Turner,0,0,60,0,99174,1
Richards PLC,V047,QFKD85727622156932,INV-93176,2026-04-27,2026-06-26,174,4,696,125.28,60,IT,Eric Reed,0,0,60,0,99304,1
"Pruitt, Moreno and Carter",V031,ZCRT27670860299527,INV-76272,2026-04-21,2026-05-21,2329,17,39593,7126.74,30,Operations,Susan Patton,0,0,30,0,60407,1
Williams-Rios,V012,OTRG98969231120957,INV-65025,2026-05-01,2026-06-30,1702,7,11914,2144.52,60,Finance,Melissa Williams,0,0,60,0,88086,1
Carter-Young,V048,VDYX22595203151654,INV-47065,2025-08-08,2025-08-23,2998,20,59960,10792.8,15,IT,Renee Robinson,0,0,15,0,40040,1
Johnson-Peterson,V001,TEJN65493788928218,INV-98202,2025-06-16,2025-07-01,2521,7,17647,3176.46,15,Finance,Mr. Kenneth Williams MD,0,0,15,0,82353,1
Thompson Group,V032,CCMT41653009522998,INV-77792,2025-08-21,2025-10-05,4198,17,71366,12845.88,45,Procurement,Maxwell Hernandez,0,0,45,0,28634,1
"Silva, Hahn and Benson",V013,OQSN91379948445625,INV-46099,2025-06-14,2025-07-14,270,14,3780,680.4,30,Operations,Jose Johnson,0,0,30,1,96220,1
Johnson-Peterson,V001,ZOCN24281846472602,INV-77659,2026-03-13,2026-03-28,1208,8,9664,1739.52,15,Finance,Donna Moore,0,0,15,0,90336,1
"Bolton, Fischer and Andersen",V028,QCKA19683603044948,INV-76130,2026-03-12,2026-04-26,3939,16,63024,11344.32,45,IT,Andrew Moore,0,0,45,0,36976,1
"Johnston, Martinez and Lowery",V049,UBLO93131279417029,INV-26360,2025-12-03,2026-02-01,1657,12,19884,3579.12,60,Finance,Jonathan Miller MD,0,0,60,0,80116,1
Roberts-Hunt,V037,HJKN31128314912206,INV-16581,2026-03-29,2026-04-13,4557,2,9114,1640.52,15,Operations,Michelle Smith,0,0,15,1,90886,1
Thomas-Padilla,V024,HFKU40205786358274,INV-29016,2026-01-30,2026-03-16,170,3,510,91.8,45,Finance,Jonathan Sampson,0,0,45,0,99490,1
Hood and Sons,V045,CJBD50811116310925,INV-77416,2026-02-22,2026-03-24,995,1,995,179.1,30,Operations,Susan Huff,0,0,30,1,99005,1
Cherry-Stewart,V018,AXID05889896938646,INV-20213,2025-09-07,2025-11-06,4983,20,99660,17938.8,60,HR,Amanda Ramsey,0,0,60,1,340,1
Galvan Group,V044,OELY09533437029557,INV-85500,2025-07-20,2025-09-03,341,7,2387,429.66,45,Procurement,Becky Callahan,0,0,45,1,97613,1
"Berry, Baker and Ellis",V004,NIXZ37549500398892,INV-84968,2025-06-25,2025-07-25,4345,3,13035,2346.3,30,HR,Jessica Walker,0,0,30,0,86965,1
"Pruitt, Moreno and Carter",V031,ZZKY13548095022482,INV-56286,2025-08-05,2025-09-19,4913,3,14739,2653.02,45,Finance,Sarah Arroyo,0,0,45,0,85261,1
"Quinn, Bell and Martinez",V035,GSKX28129133245228,INV-41344,2025-06-10,2025-07-25,2231,15,33465,6023.7,45,Operations,Tiffany King,0,0,45,0,66535,1
Williams-Rios,V012,OJGD06800884303356,INV-60100,2025-08-09,2025-10-08,728,15,10920,1965.6,60,Finance,Patricia Soto,0,0,60,1,89080,1
"Bolton, Fischer and Andersen",V028,WQYC72074618038744,INV-32407,2025-10-12,2025-12-11,289,11,3179,572.22,60,Finance,Lisa Garcia,0,0,60,1,96821,1
Carter-Young,V048,DIAP06435036518130,INV-36152,2025-08-04,2025-08-19,519,10,5190,934.2,15,IT,Eric Fritz,0,0,15,0,94810,1
Smith LLC,V011,QFFE10470512772933,INV-62478,2025-08-28,2025-09-27,587,16,9392,1690.56,30,IT,Frank Rogers,0,0,30,0,90608,1
Nguyen-Taylor,V029,HCMD70882339139320,INV-93560,2026-01-08,2026-02-22,452,8,3616,650.88,45,HR,Angela Chen,0,0,45,0,96384,1
Huerta-Carr,V015,JGLK36354245520840,INV-56309,2025-07-27,2025-08-11,4707,12,56484,10167.12,15,Operations,Bryan Floyd,0,0,15,1,43516,1
Torres-Cohen,V002,KMXR97131276981498,INV-94441,2025-07-28,2025-08-27,999,8,7992,1438.56,30,Operations,Dennis Arnold,0,0,30,0,92008,1
"Moreno, Bryant and Travis",V026,SFKJ88362198791527,INV-98080,2025-11-20,2026-01-19,612,5,3060,550.8,60,Procurement,Derek Rios,0,0,60,0,96940,1
"Adams, Hall and Bowman",V030,MBFJ33130647424862,INV-32985,2026-03-20,2026-04-04,3136,15,47040,8467.199999999999,15,Procurement,Jessica Brown,0,0,15,0,52960,1
"Werner, Arnold and Fisher",V036,ICAJ66094149537436,INV-63221,2026-01-09,2026-03-10,838,3,2514,452.52,60,HR,Donna Townsend,0,0,60,0,97486,1
"Ward, Barrett and Johnson",V023,YFYO35266496126932,INV-91884,2025-11-09,2025-12-09,4042,11,44462,8003.16,30,HR,Audrey Johnson,0,0,30,1,55538,1
"Jones, Clark and Singh",V016,QOMJ69359182719595,INV-70765,2025-10-14,2025-11-13,1729,12,20748,3734.64,30,Operations,Adam Chambers,0,0,30,0,79252,1
"Robbins, Hughes and Johnson",V006,EMCP40097727204231,INV-56907,2026-01-04,2026-03-05,338,15,5070,912.6,60,IT,Kenneth Snow,0,0,60,1,94930,1
"Berry, Baker and Ellis",V004,EQDP25857415992583,INV-78271,2025-07-03,2025-07-18,184,13,2392,430.56,15,IT,Ashley Hoffman,0,0,15,0,97608,1
Martin-Matthews,V010,GQFD72891122164128,INV-61971,2026-01-22,2026-03-23,3041,9,27369,4926.42,60,Operations,Thomas Tanner,0,0,60,0,72631,1
Rivera and Sons,V038,OJLG56227444754801,INV-77963,2025-10-11,2025-10-26,2019,17,34323,6178.139999999999,15,HR,Dean Williams,0,0,15,1,65677,1
Smith LLC,V011,ICXP51152979864575,INV-12997,2026-01-07,2026-03-08,3203,2,6406,1153.08,60,IT,Jonathon Ruiz,0,0,60,0,93594,1
"Cruz, Green and Flynn",V040,EFUD29071217253004,INV-29088,2026-01-03,2026-01-18,3102,16,49632,8933.76,15,Finance,Anne Compton,0,0,15,1,50368,1
Campos-Lutz,V042,AYIB40110672465004,INV-96029,2025-12-24,2026-01-08,1593,18,28674,5161.32,15,Operations,Dana Davis,0,0,15,0,71326,1
Torres-Cohen,V002,LQKW54727077607121,INV-62497,2026-04-16,2026-05-01,3092,8,24736,4452.48,15,Operations,Christopher Klein,0,0,15,0,75264,1
"Cruz, Green and Flynn",V040,AJIH93359039737345,INV-79186,2025-12-28,2026-02-11,285,7,1995,359.1,45,HR,Jared Marquez,0,0,45,1,98005,1
Walker Ltd,V005,RPIF63001476126689,INV-82811,2025-11-05,2025-12-05,4295,2,8590,1546.2,30,Operations,Laurie Stanley,0,0,30,0,91410,1
Thomas-Padilla,V024,XJGI82884870437048,INV-19802,2025-09-05,2025-10-20,4898,13,63674,11461.32,45,HR,Andrew Johnson,0,0,45,0,36326,1
"Morrow, Robertson and Lynch",V025,FUUV88253765289481,INV-77448,2026-03-15,2026-04-29,558,15,8370,1506.6,45,Procurement,Michael Baker,0,0,45,1,91630,1
Walker Ltd,V005,RWVY97626312219369,INV-38273,2026-02-14,2026-03-01,3037,2,6074,1093.32,15,Procurement,Jill Kemp,0,0,15,1,93926,1
Huerta-Carr,V015,DDYN06770125061642,INV-42130,2026-05-12,2026-06-11,2424,6,14544,2617.92,30,Operations,Ryan Bowers,0,0,30,0,85456,1
"Cruz, Green and Flynn",V040,LAOB21753431140448,INV-36096,2025-10-13,2025-12-12,1819,12,21828,3929.04,60,HR,Amanda Archer,0,0,60,0,78172,1
Hood and Sons,V045,UBXM95617108609512,INV-52085,2025-08-22,2025-10-21,2497,8,19976,3595.68,60,Finance,Susan Hernandez,0,0,60,0,80024,1
Olsen-Richard,V003,WWXX64948447091148,INV-40661,2025-10-27,2025-11-11,3689,11,40579,7304.219999999999,15,HR,Christine Schaefer,0,0,15,0,59421,1
"Bolton, Fischer and Andersen",V028,QEPZ47692849662024,INV-13098,2026-01-13,2026-02-12,1781,20,35620,6411.599999999999,30,Procurement,Andrew Warren,0,0,30,0,64380,1
Hull-Hernandez,V041,YKRF30261755204396,INV-30754,2026-05-16,2026-06-15,3400,18,61200,11016.0,30,Procurement,Christopher Scott,0,0,30,1,38800,1
"Rice, Holloway and Kim",V019,NSHQ84170657364555,INV-17849,2025-10-18,2025-11-17,1669,5,8345,1502.1,30,IT,Mark Le,0,0,30,1,91655,1
Thomas-Padilla,V024,IYPT42665502015354,INV-39949,2026-04-17,2026-05-17,4405,1,4405,792.9,30,Finance,Doris Richardson,0,0,30,0,95595,1
Torres-Cohen,V002,KFHL32847876753255,INV-83381,2025-11-11,2025-11-26,4011,19,76209,13717.62,15,Finance,David White,0,0,15,0,23791,1
Weeks-Dodson,V046,XLVA78427887387270,INV-98470,2025-12-01,2025-12-16,613,14,8582,1544.76,15,Finance,Rachel Davis,0,0,15,0,91418,1
Johnson-Peterson,V001,MXMK27167460645500,INV-38487,2026-05-01,2026-06-15,4275,7,29925,5386.5,45,Finance,Marcus Jones,0,0,45,0,70075,1
Walker Ltd,V005,CVXC75281418214847,INV-77630,2025-06-30,2025-08-14,4642,19,88198,15875.64,45,Procurement,Eileen Bishop,0,0,45,0,11802,1
Torres and Sons,V020,PVTR93543688693978,INV-88110,2025-08-01,2025-09-15,2694,5,13470,2424.6,45,HR,Willie Smith,0,0,45,0,86530,1
"Morrow, Robertson and Lynch",V025,WRVK06141873642462,INV-17043,2025-08-03,2025-09-17,750,7,5250,945.0,45,HR,Eric Martin,0,0,45,1,94750,1
Johnson-Peterson,V001,DVGA31419881516784,INV-53954,2026-04-08,2026-04-23,4896,8,39168,7050.24,15,Finance,James Burton,0,0,15,0,60832,1
Martin-Matthews,V010,LALG31205196903839,INV-99119,2026-03-17,2026-04-01,1789,15,26835,4830.3,15,Operations,Kara Moreno,0,0,15,0,73165,1
Payne-Baker,V050,YBXQ02161932951226,INV-83844,2026-03-04,2026-04-18,3391,15,50865,9155.7,45,HR,Sheena Jones,0,0,45,0,49135,1
Holt Inc,V043,ASFJ33775313417427,INV-48829,2026-05-14,2026-06-28,3804,14,53256,9586.08,45,IT,Abigail Hernandez,0,0,45,0,46744,1
Bass and Sons,V027,BFOV67013507402755,INV-93403,2025-11-20,2026-01-04,2445,15,36675,6601.5,45,Finance,Mark Clark,0,0,45,0,63325,1
"Bolton, Fischer and Andersen",V028,KJLI59227311081319,INV-95017,2025-08-05,2025-09-04,1722,13,22386,4029.48,30,IT,Ms. Kathryn Evans DDS,0,0,30,0,77614,1
Smith LLC,V011,XNAY84191217128340,INV-14348,2025-07-02,2025-07-17,190,2,380,68.39999999999999,15,IT,Jennifer Townsend,0,0,15,0,99620,1
Williams-Rios,V012,TSCH85976774449919,INV-82304,2025-11-25,2026-01-24,4164,17,70788,12741.84,60,HR,Kaitlyn Rivera,0,0,60,0,29212,1
Holt Inc,V043,EIWT59070905394023,INV-52769,2025-08-20,2025-09-04,3439,7,24073,4333.139999999999,15,HR,Michael Gonzales,0,0,15,0,75927,1
Carter-Young,V048,XLLC74019544557322,INV-35930,2025-09-04,2025-10-19,4223,8,33784,6081.12,45,Procurement,Angel Walker,0,0,45,0,66216,1
Bass and Sons,V027,MLHR94403601370659,INV-44313,2025-11-11,2026-01-10,2551,12,30612,5510.16,60,Operations,John Gutierrez,0,0,60,0,69388,1
Martin-Matthews,V010,QOBX00612498763994,INV-78517,2025-11-22,2026-01-21,3480,1,3480,626.4,60,Procurement,Dr. Jeffrey Lyons,0,0,60,1,96520,1
Mueller-Burke,V009,VBYO39125126053219,INV-46534,2026-02-05,2026-02-20,4723,10,47230,8501.4,15,IT,Wendy Mccoy,0,0,15,0,52770,1
"Cruz, Green and Flynn",V040,HRUT95368220502680,INV-14179,2025-11-19,2026-01-18,4697,13,61061,10990.98,60,Procurement,Erik Tyler,0,0,60,0,38939,1
Bass and Sons,V027,WBNK42019820220314,INV-60642,2026-05-16,2026-06-15,534,16,8544,1537.9199999999998,30,HR,Michael Johnson DVM,0,0,30,1,91456,1
Perry-Conway,V014,MGJT52890185418076,INV-92935,2026-05-04,2026-05-19,1537,11,16907,3043.26,15,Finance,Molly Reynolds,0,0,15,0,83093,1
Olsen-Richard,V003,MPQB09816437896442,INV-25256,2026-05-20,2026-06-19,3206,14,44884,8079.12,30,IT,Matthew Lopez,0,0,30,0,55116,1
Holt Inc,V043,RCMJ32283501955050,INV-57595,2025-12-31,2026-03-01,609,15,9135,1644.3,60,Operations,Alexander Foster,0,0,60,0,90865,1
"Ward, Barrett and Johnson",V023,YJCT19518011900157,INV-25805,2026-04-20,2026-05-05,2063,8,16504,2970.72,15,Finance,Erika Mcdonald,0,0,15,0,83496,1
Franklin-Bailey,V021,WXNT35289170921609,INV-16025,2025-11-06,2025-12-21,4945,12,59340,10681.2,45,IT,Brianna Hernandez,0,0,45,0,40660,1
"Adams, Hall and Bowman",V030,XKEL82739714832493,INV-55017,2025-12-06,2026-01-05,494,2,988,177.84,30,Operations,James Mullins,0,0,30,1,99012,1
